SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Jun 06 14:36:32 CEST 2016
Benutzer: Admin
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Ja
Zahl der probierten Teilspektren: 1
Spektrometer: USB4H10187
Integrationszeit (usec): 200000 (USB4H10187)
Spektren Durchschnitt berechnet: 20 (USB4H10187)
Boxcar Glättung: 0 (USB4H10187)
Dunkelstromkorrektur: Nein (USB4H10187)
Puls/Lampe aktiviert: Nein (USB4H10187)
Correct for Detector Non-linearity: Nein (USB4H10187)
Streulichtkorrektur: Nein (USB4H10187)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
176,80	6,96
177,02	6,96
177,24	6,96
177,46	4,81
177,68	20,48
177,91	57,14
178,13	44,44
178,35	48,13
178,57	53,25
178,79	50,38
179,02	42,80
179,24	39,22
179,46	58,16
179,68	74,85
179,90	37,58
180,12	37,17
180,35	43,01
180,57	53,76
180,79	95,03
181,01	100,56
181,23	83,76
181,46	93,28
181,68	99,33
181,90	96,97
182,12	104,34
182,34	84,58
182,56	89,09
182,79	44,44
183,01	111,31
183,23	98,51
183,45	94,10
183,67	101,48
183,89	103,22
184,12	89,09
184,34	99,33
184,56	119,40
184,78	99,33
185,00	101,68
185,22	80,59
185,45	97,69
185,67	92,67
185,89	96,66
186,11	92,06
186,33	88,98
186,55	107,31
186,77	71,68
187,00	125,95
187,22	99,02
187,44	111,92
187,66	96,56
187,88	90,83
188,10	96,15
188,32	120,83
188,55	104,04
188,77	92,16
188,99	120,93
189,21	96,25
189,43	121,24
189,65	112,95
189,87	85,81
190,10	106,49
190,32	115,20
190,54	98,92
190,76	102,30
190,98	106,70
191,20	95,64
191,42	102,40
191,64	105,27
191,87	93,90
192,09	104,75
192,31	103,42
192,53	117,86
192,75	103,22
192,97	92,88
193,19	71,78
193,41	91,95
193,64	108,44
193,86	98,61
194,08	96,77
194,30	91,44
194,52	103,73
194,74	93,90
194,96	116,22
195,18	104,14
195,40	83,76
195,63	114,79
195,85	87,14
196,07	87,76
196,29	117,45
196,51	112,74
196,73	107,72
196,95	87,24
197,17	106,29
197,39	109,16
197,61	126,56
197,84	114,07
198,06	117,04
198,28	129,12
198,50	93,28
198,72	95,95
198,94	110,49
199,16	95,44
199,38	113,87
199,60	108,54
199,82	100,96
200,04	106,60
200,26	104,96
200,49	118,07
200,71	108,44
200,93	122,16
201,15	106,39
201,37	106,90
201,59	105,06
201,81	107,11
202,03	110,28
202,25	101,99
202,47	105,16
202,69	111,72
202,91	103,22
203,13	96,87
203,35	96,87
203,58	90,11
203,80	119,50
204,02	93,18
204,24	111,72
204,46	122,26
204,68	112,74
204,90	92,88
205,12	111,20
205,34	144,07
205,56	92,26
205,78	122,06
206,00	124,52
206,22	103,52
206,44	138,03
206,66	102,09
206,88	128,10
207,10	130,76
207,32	122,26
207,54	116,32
207,76	121,44
207,99	92,98
208,21	110,28
208,43	100,04
208,65	122,06
208,87	113,87
209,09	139,36
209,31	131,48
209,53	99,94
209,75	113,15
209,97	92,36
210,19	110,59
210,41	119,40
210,63	130,05
210,85	101,17
211,07	111,82
211,29	110,28
211,51	130,66
211,73	133,53
211,95	123,29
212,17	122,37
212,39	96,87
212,61	131,27
212,83	107,21
213,05	133,22
213,27	117,55
213,49	133,32
213,71	109,36
213,93	136,80
214,15	112,43
214,37	119,60
214,59	111,00
214,81	117,04
215,03	117,96
215,25	108,75
215,47	123,70
215,69	132,40
215,91	127,90
216,13	112,84
216,35	120,32
216,57	120,73
216,79	134,86
217,01	134,55
217,23	102,09
217,45	111,82
217,67	134,65
217,89	148,68
218,11	120,52
218,33	118,58
218,55	143,46
218,77	120,01
218,99	115,81
219,21	132,91
219,43	126,67
219,65	103,32
219,87	120,22
220,09	121,96
220,31	116,22
220,53	124,62
220,75	109,98
220,97	122,57
221,19	130,76
221,41	138,03
221,63	109,05
221,85	121,85
222,06	96,36
222,28	112,02
222,50	125,23
222,72	101,58
222,94	130,35
223,16	122,57
223,38	109,16
223,60	113,15
223,82	105,16
224,04	131,38
224,26	116,22
224,48	119,29
224,70	147,56
224,92	123,70
225,14	148,17
225,36	137,73
225,58	91,75
225,80	141,92
226,02	120,63
226,24	145,61
226,45	137,32
226,67	108,44
226,89	139,47
227,11	134,96
227,33	133,94
227,55	99,53
227,77	124,62
227,99	147,56
228,21	153,70
228,43	134,55
228,65	148,58
228,87	112,02
229,09	107,83
229,31	142,74
229,52	141,72
229,74	144,89
229,96	112,23
230,18	123,80
230,40	137,73
230,62	126,15
230,84	164,35
231,06	130,35
231,28	114,58
231,50	126,36
231,72	139,47
231,94	161,89
232,15	123,70
232,37	123,70
232,59	119,40
232,81	135,99
233,03	131,38
233,25	123,80
233,47	146,53
233,69	124,62
233,91	129,43
234,13	112,13
234,34	138,95
234,56	145,82
234,78	123,59
235,00	117,55
235,22	130,35
235,44	126,15
235,66	138,85
235,88	146,22
236,10	142,23
236,31	134,65
236,53	160,36
236,75	124,62
236,97	153,09
237,19	132,61
237,41	126,77
237,63	140,90
237,85	120,52
238,07	134,96
238,28	146,74
238,50	155,13
238,72	140,39
238,94	124,00
239,16	141,11
239,38	145,92
239,60	144,69
239,81	161,99
240,03	146,74
240,25	129,84
240,47	141,62
240,69	145,30
240,91	124,72
241,13	139,26
241,34	156,57
241,56	112,54
241,78	137,42
242,00	149,40
242,22	150,12
242,44	157,18
242,66	115,61
242,87	137,42
243,09	132,61
243,31	147,66
243,53	127,59
243,75	160,77
243,97	148,48
244,19	149,60
244,40	140,18
244,62	145,00
244,84	152,88
245,06	163,84
245,28	150,12
245,50	147,66
245,71	119,19
245,93	134,55
246,15	159,13
246,37	154,62
246,59	147,35
246,81	94,41
247,02	141,62
247,24	152,47
247,46	147,04
247,68	176,53
247,90	135,37
248,11	139,57
248,33	128,51
248,55	142,74
248,77	140,80
248,99	170,49
249,21	131,58
249,42	138,24
249,64	141,41
249,86	133,32
250,08	151,55
250,30	155,24
250,51	116,43
250,73	145,61
250,95	140,49
251,17	149,71
251,39	158,10
251,60	155,95
251,82	147,45
252,04	133,83
252,26	159,74
252,48	133,53
252,69	149,09
252,91	149,09
253,13	151,65
253,35	151,55
253,57	143,15
253,78	143,97
254,00	140,29
254,22	152,88
254,44	148,58
254,65	167,32
254,87	133,22
255,09	172,75
255,31	150,32
255,53	150,63
255,74	148,68
255,96	168,96
256,18	157,80
256,40	146,63
256,61	152,57
256,83	161,07
257,05	136,50
257,27	142,13
257,48	173,36
257,70	151,86
257,92	103,73
258,14	168,96
258,36	153,09
258,57	146,02
258,79	160,97
